new_id,property_type,HostEmail,name,description,picture_url,neighbourhood,latitude,longitude,room_type,bathrooms_text,bedrooms,beds,accommodates,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
22,Entire rental unit,Laurens22@gmail.com,"Bella B&B in the heart of the Pijp, Amsterdam","Bella B&B is located in the heart of the popular Amsterdam district the Pijp, with great public transport connections right in front and plenty of local eateries, (super)markets and bars right around the corner. <br />It's an ideal location to discover the city by having the benefits of living the local life but also having a quick and easy connection to the center and museum area.<br /><br /><b>The space</b><br />The residence occupies a bustling local neighborhood adored by visitors and residents alike, which combines easy access to the city with an authentic, laid back vibe.  Spread across 52 square meters and beautifully presented throughout, the private rooms make a luxurious base for a family or two couples. The room is spacious and stylish, each equipped with attractive fixtures, storage space and contains two single sofa beds which can be easily joined together. The master bedroom contains a double bed and a television. A dinner table, a kitchenette and a roof terrace. The kitc",https://a0.muscache.com/pictures/d8ecaef4-dcb5-4ebf-9bb5-a8306e816cc0.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35542,4.90154,Entire home/apt,1 bath,1,3,4,"[""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Extra pillows and blankets"", ""Cleaning products"", ""Heating"", ""Bed linens"", ""Bathtub"", ""Wine glasses"", ""Fire extinguisher"", ""Long term stays allowed"", ""Toaster"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid parking off premises"", ""Drying rack for clothing"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Refrigerator"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Mosquito net"", ""Cable TV"", ""Private entrance"", ""Shower gel"", ""Hot water kettle"", ""Dining table"", ""Crib"", ""Patio or balcony"", ""Portable fans""]",191,3,1125,4.92,4.97,5,4.92
23,Entire loft,Rachel23@gmail.com,"Luxury Guesthouse Private entrance, Free parking","Our brand new intimate luxury guesthouse consists stylish rooms with private entrance! Experience a relaxed quiet stay near the city surrounded by nature and real Dutch landscape. The perfect carefree hideaway to explore all the beautiful areas the city has to offer. <br /><br />For people who seek a nice working environment we offer the perfect workspace with garden view including WiFi usb and Starbucks coffee. <br /><br />Located nearby Amsterdam Schiphol Airport, Amsterdam city centre, Haarlem, Zandvoort Beach.<br /><br /><b>The space</b><br />An amazing stay located on the edge of Amsterdam, B&B Boutique Amsterdam offers the weary traveller a beautiful place to stay for the night.<br /><br />Make one of these brand new stylish rooms with private entrance and country side view your home away from home and enjoy our carefully selected range of products. Enjoy the most delicious breakfast from our local french bakery at your private patio or in the garden. <br /><br />We deliver a hig",https://a0.muscache.com/pictures/9b184cd5-75c3-4cfe-adc9-6c29b2d4cf04.jpg,"Lijnden, Noord-Holland, Netherlands",52.36069,4.75604,Entire home/apt,1 bath,1,2,2,"[""Stove"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Cleaning products"", ""Heating"", ""Outdoor furniture"", ""bikes"", ""Bed linens"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Boat slip"", ""Fire extinguisher"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Essentials"", ""Room-darkening shades"", ""Smoke alarm"", ""Hangers"", ""Dedicated workspace"", ""Outdoor dining area"", ""Pour-over coffee"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Smart lock"", ""Sound system"", ""Dishes and silverware"", ""Security cameras on property"", ""Clothing storage"", ""Backyard"", ""Private entrance"", ""Conditioner"", ""Shower gel"", ""Safe"", ""Air conditioning"", ""Single level home"", ""Hot water kettle"", ""Waterfront"", ""Dining table"", ""TV"", ""Crib"", ""Patio or balcony"", ""Mini fridge"", ""Nespresso machine"", ""Pocket wifi""]",91,2,30,4.85,4.88,4.96,4.42
24,Entire rental unit,Sofia24@gmail.com,Cosy apartment in the heart of Amsterdam!,"The apartment is located in ""de Pijp"", a vibrant neighborhood filled with bars and restaurants in the center of Amsterdam. Due to its central location, you will be at a walking distance from the majority of tourist attractions, such as the Rijksmuseum, Van Gogh Museum and Heineken Brewery!<br /><br /><b>Guest access</b><br />The entire apartment.<br /><br /><b>Other things to note</b><br />In attempt to keep the house as it is we have set up some house rules. We are sure you understand:<br /><br />- In general: respect our neighbors, also when entering or leaving the house. Remember houses in Amsterdam may be more sound sensitive then you are used to.<br /><br />- You are not allowed to invite guests to stay overnight without our permission. An additional fee will be requested.<br /><br />- If you, unfortunately, damage something, just let us know. We are insured and so are you via Airbnb. It safes us both a lot of time and hassle if we need to arrange this afterwards.<br /><br />- Whe",https://a0.muscache.com/pictures/2cc2af85-fec4-4fab-ba1e-862ba2f64ecc.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3558,4.88906,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Washer"", ""Dedicated workspace"", ""Cable TV"", ""TV with standard cable"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",90,4,9,4.5,5,5,5
25,Entire rental unit,Lynette25@gmail.com,Spacious Historic Design Loft,"Fully loaded design loft in the heart of the city. Amsterdam's oldest warehouse, on the canal, an auto free street & just  200 meters from the central station. 1 bedroom with 2 singles or 1 double bed & a comfortable pullout bed for 2 in the living.<br /><br /><b>The space</b><br />This is the oldest warehouse in the city. Originally built to offload and process cotton from the seafaring ships. The original beams are still in place which are believed to be from decommissioned ships which were dismantled in the area 400 years ago.<br /><br /><b>Guest access</b><br />Full access! No restriction.<br /><br /><b>Other things to note</b><br />In this one bedroom loft and I can set the sleeping arrangements as follows:<br />Either two single beds (90cm X 200 cm) or one double bed (180 cm x 200 cm) in the bedroom and the sofa in the living room folds out into a rather comfortable bed (160 cm x 200 cm). Be aware; there are no curtains in the living room so if the sun is shining, it can get pret",https://a0.muscache.com/pictures/e71e55bd-4789-402d-a56e-7d9cb145f67d.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37623,4.90119,Entire home/apt,1 bath,1,2,4,"[""Hangers"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Essentials"", ""Smoke alarm""]",225,2,1125,5,5,4.88,5
26,Entire rental unit,I26@gmail.com,Lovely apartment in de Pijp,"Fully furnished and equipped apartment in de Pijp area. All you need for your stay in Amsterdam!<br /><br />The apartment:<br />-Open plan kitchen/dining/living<br />-Fully equipped kitchen<br />-Bedroom<br />-Bathroom (shower and bath)<br />-Seperate toilet<br />-Spacious balcony<br /><br />The area:<br />-Everything you need nearby: close to public transport (metro, tram, bus), walking distance to shops, restaurants (take away), musea etc.<br />-Bakery (Le Pain Quotidien) downstairs for coffee, breakfast, lunch<br />-Big supermarket across the apartment",https://a0.muscache.com/pictures/2ccfafe3-4e18-4f60-9cc4-e53f2bf8de3d.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35084,4.89179,Entire home/apt,1.5 baths,1,1,2,"[""Washer"", ""Carbon monoxide alarm"", ""Private entrance"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",85,3,30,5,5,5,5
27,Private room in residential home,Stephany27@gmail.com,Up North! Bed&Bubbles Amerbos: 12 min to Centre!,"Looking for a soothing starting point to discover Amsterdam and its countryside? We invite you to stay at Bed&Bubbles Amerbos. This clean studio on the ground floor offers you a tranquil living space in a family-oriented neighbourhood in the North. It’s a 8 min walk to Metro station Noord, just 2 stops = 4 min to Centra Station.<br />A queen-size bed, your own kitchenette and private bathroom. Access to lovely garden. WiFi. No smoking.<br /><br /><b>The space</b><br />This tidy and clean studio on the ground floor offers you a tranquil, 20 square meters living space in a quiet, family-oriented neighbourhood in the North. <br />Your studio has a comfy queen-size bed (160x200cm) and a homey feel. You can cover the windows with either sheer or obscuring curtains.<br />Your own kitchenette includes a refrigerator, a double induction stove, an electric kettle and a drip-brew coffeepot, as well as tea and coffee, so you can make your own breakfast at the time you feel like it. <br />The room",https://a0.muscache.com/pictures/828052e1-23a8-4a22-a74a-22e4a7163362.jpg,"Amsterdam, Noord-Holland, Netherlands",52.40501,4.94195,Private room,1 private bath,1,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Heating"", ""Lockbox"", ""Bed linens"", ""Cooking basics"", ""Free street parking"", ""Dryer"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Smoke alarm"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Backyard"", ""Single level home"", ""Shower gel"", ""Lock on bedroom door"", ""Patio or balcony""]",62,2,30,5,4.96,5,4.87
28,Private room in rental unit,Amarah28@gmail.com,Lush apartment Amsterdam city centre the PIJP area,"Beautiful big apartment in Amsterdam Centre in the famous The Pijp area. You can use the complete apartment with private entrance. The famous Albert Kuijp market is just around the corner. 5 min walk from the Heineken experience and canal tour boats. 10 minutes walk from the Rijksmuseum and Van Gogh Museum. All trams in front of the house go directly to central station or Rembrandtsplein and Dam. Many restaurants near the apartment, the famous vegan restaurant Saravanaa Bhavan accross the road.<br /><br /><b>The space</b><br />The place is close to many supermarkets and the famous Albert Kuijp market is just around the corner<br /><br /><b>Guest access</b><br />Keybox main entrance",https://a0.muscache.com/pictures/9b983b35-7e07-452f-a750-c14cffa3c14d.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35667,4.89805,Private room,1 shared bath,2,4,4,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lockbox"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Washer"", ""Cable TV"", ""Private entrance"", ""Air conditioning"", ""Patio or balcony""]",200,1,1125,4.88,4.96,4.76,4.93
29,Entire rental unit,Marco29@gmail.com,Modern and luxury 87m2 appartment by the water,"Feel like home as tourist or during your business trip: nice and modern 87m2 appartment by the water. Wake up in the bedroom or relax in the living room with the view over the water and watching the birds.<br /><br /><b>The space</b><br />The luxury appartment has all the facilities needed (from coffee machine for fresh brewed coffee to a dishwasher). One large master bedroom, one smaller bedroom and a large kitchen with full equipment and spacious living room. Since it’s my private house, you will find everything you need. And you are welcome to use it.<br /><br /><b>Guest access</b><br />The whole apartment is yours during your stay.<br /><br /><b>License number</b><br />0363 782C 77EF 8EE3 659F",https://a0.muscache.com/pictures/d7dc0308-dff8-4f58-b1a2-769cae6ddac6.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35573,5.00296,Entire home/apt,1 bath,2,2,4,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lake access"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Washer"", ""Private entrance"", ""Shower gel"", ""TV""]",175,2,1125,5,5,5,4.82
30,Entire rental unit,Iris30@gmail.com,Lovely apt. in Amsterdam,"We are Noor and Iris, we are sisters and grew up in Amsterdam. We love this city and we would love you to have the same experience. Iris is a social worker and 22 years old, and Noor is 24 years old and just started as a lawyer. <br /><br />Our lovely appartement is in the westside of Amsterdam. The neighbourhood is very lively and vibrant with bars, shops and restaurants. The city centre is a 10 min bike/bus ride away. <br /><br />We would love to welcome you in our home.<br /><br /><b>Guest access</b><br />The kitchen has a dishwasher, Nespresso machine and an oven. We also have Wi-Fi a TV with HDMI cable and Netflix. <br /><br />Towels and shampoo etc. is not included.<br /><br /><b>Other things to note</b><br />No smoking and no parties.",https://a0.muscache.com/pictures/a69c6ee8-d614-4f29-ba28-811505e8199f.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37133,4.85132,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Smoke alarm""]",100,3,1125,5,5,4.33,4.67
31,Boat,OlafAndMark31@gmail.com,Boutique houseboat Johanna,"Are you ready for a wonderful stay on our boutique houseboat. Luxurious, high quality, authentic.  very central, 250 meters from the skinny bridge  situated on the Amstel river. This boat is ideal for romantic couple or two parents and children.<br />Have a coffee or glass of wine in the wheel hut, stay in the very comfortable Queensize bed,  two will have the special bed in our ""bedstee"" (the traditional Dutch ""cupboard bed"".Use of shared kitchen.<br /><br /><b>The space</b><br />You have your own private 45 square meter apartment .Wonderful for romantic couple weekend get away, or take your family out for a cultural trip. Have a coffee in the morning in the wheelhut or glass of wine. See boats go by or, when good weather, sit on deck. Evening read on the sofa in small living area below deck.<br /><br /><b>Guest access</b><br />Bedroom, sitting room, wheelhouse, bathroom, toilet all private for guest.<br /><br /><b>License number</b><br />0363 AE32 9FA9 089B 8310",https://a0.muscache.com/pictures/8b703b55-d849-4cb7-a910-cd87a7bcefaa.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36242,4.9067,Entire home/apt,1.5 baths,2,2,4,"[""Stove"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Fire extinguisher"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Private entrance"", ""Waterfront"", ""Crib"", ""Patio or balcony""]",225,2,1125,4.93,4.9,4.98,4.92
32,Entire residential home,Carolina32@gmail.com,Spacious house in green oasis in Amsterdam,"Spacious house in green oasis at the border of the city, easy to reach with car (15 min) and Public Transport.  7 min walk to the metro, which takes you straight to the Central Station in 20 min. Free parking and all main highways (A1, A9 and A10) within a 5 min drive. The house is next to a park and swimming is possible in the clean Gaasperplas (10 min bike/20 min walk). Small garden in the front and in the back a romantic little terrace.  Shops nearby (7 min) and the airport 20 min by car.<br /><br /><b>The space</b><br />The house has two levels. Through the front door a hallway with toilet, a spacious open living room with two couches, a fireplace, a piano under the stairs and a TV with all available stations and Netflix. There is an open kitchen (with all the amenities) and a dining table with three chairs. Upstairs a hall with a closet, a bathroom with two sinks, a toilet, a bathtub and a separate shower.  There are three bedrooms: a master bedroom with a kingsize SwissSense bed,",https://a0.muscache.com/pictures/ef1ba25a-5e8c-4943-9c43-de29a0759fa5.jpg,"Amsterdam-Zuidoost, Noord-Holland, Netherlands",52.32679,4.98095,Entire home/apt,1.5 baths,3,3,4,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Cable TV"", ""Private entrance"", ""TV with standard cable"", ""Shampoo"", ""Dryer"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit""]",150,7,14,4.25,4.67,4.25,4.33
33,Entire rental unit,Mels33@gmail.com,"Bright, spacious apartment in the east of the city","Bright & spacious apartment in a family friendly neighborhood.<br /><br />A five minute walk to Muiderpoort station (5 min. trains to Amsterdam Central) and tram stops into the city.<br /><br />The neighborhood has a vibrant character, a great mix of bars and restaurants ranging from Turkish to new Dutch cuisine.<br /><br />Several supermarkets are close by and the Dappermarkt (where you can pick up fresh bread, cheese and an array of fresh fruit and veg) is a short walk from the house and shows off the colours of Amsterdam!<br /><br /><b>Other things to note</b><br />Dear Guests,<br /><br />2 things that are good to know about my apartment:<br /><br />1. Wifi: <br />If somehow the wifi doesn't work you can find the modem under the yellow desk in the living room. It's on top of the black cabinet (behind the little folder rack). Press the power button off and on again give it a wait for about 5 to 10 minutes before trying to reconnect.<br /><br />2. Dishwasher: <br />You're welcome to u",https://a0.muscache.com/pictures/1509eaca-2afe-4d96-8ad3-11a5953d32a5.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35869,4.93617,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Patio or balcony"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Coffee maker"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Dishes and silverware""]",140,2,1125,5,4.82,4.64,4.45
34,Entire rental unit,Leonie34@gmail.com,Romantic & cozy apartment next to the City Centre,"This is a great apartment for your stay in Amsterdam! It's located on a great spot close to the Foodhallen. There is a spacious and bright living room with lots of natural light, a modern and fully equipped kitchen, a bedroom with comfortable bed, a nice bathroom and a great balcony with nice view! There is a lot to do in the surrounding area and it's located close to the city centre. All the tourist attractions are easy to reach from the apartment. I am sure you will have a great time in it!<br /><br /><b>The space</b><br />The apartment is very bright and has a lot of natural light. There is a spacous living room, modern kitchen, great bedroom and a nice bathroom.<br /><br />The living room is spacious and very comfortable with a great atmosphere. You can just sit down on the couch and relax while watching some television/Netflix. The kitchen is modern, fully equipped and a great place to cook and enjoy delicious meals.<br /><br />The bedroom is big and accommodated with a comfortabl",https://a0.muscache.com/pictures/81195cfa-8f0b-48a2-baa3-c99f91b55934.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37214,4.85979,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Cable TV"", ""Private entrance"", ""TV with standard cable"", ""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",120,2,1125,4.67,5,5,4.2
35,Entire rental unit,Nassira35@gmail.com,Trendy (garden) apartment Amsterdam city centre,"Trendy and Design Ground Floor apartment with Garden and a FIRE place! Center of Amsterdam next the Amstel river, near the Pijp, city center, Amstel station, Albert Cuyp market and Many Many cafe/restaurants, parks and nice sightseeing. Max 2 people, 1 double bed, bathroom, kitchen, living area, garden, apartment is fully equiped with Coffee machine, water boiler, hair blow dryer, etc. Super clean and newly renovated! Staying in this apartment would definately make your stay more pleasant.Please let me know when I may welcome you in mi casa.<br /><br /><b>The space</b><br />Location + Interior + garden<br /><br /><b>Guest access</b><br />Whole apartment<br /><br /><b>License number</b><br />0363 0336 D89C F2F0 E3AE",https://a0.muscache.com/pictures/2243027b-1dc9-461b-9d2a-1b2cb3385f4a.jpg,"Amsterdam, NH, Netherlands",52.34933,4.91342,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Backyard"", ""Cable TV"", ""Single level home"", ""Indoor fireplace"", ""Hot water kettle"", ""Waterfront""]",175,2,30,4.96,4.94,4.92,4.77
36,Entire residential home,Inge36@gmail.com,t Geveltje,"This spacious appartment is very close to Leidseplein, Vondelpark, Concertgebouw, the luxurious shopping street PC Hooft and The Rijks- and Van Goghmuseum. Enjoy the saturdaymarket and the nice restaurants and bars in the neighborhood.<br /><br /><b>The space</b><br />The appartment has two floors: living and kitchen on the ground floor, bedroom with double bed and bathroom in the souterrain. <br />There is a garden in the back of the house.<br />We live on the second and 3rd floor ourselves<br /><br /><b>Other things to note</b><br />Our neighbors cat often comes to visit us. Please feed him",https://a0.muscache.com/pictures/165d6a0b-2a5f-4814-b390-45c8c9931330.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3577,4.87601,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Washer"", ""Cable TV"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Dryer"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",100,3,1125,4.5,4.5,5,4.5
37,Entire rental unit,CarlottaFrank37@gmail.com,"Beautiful and clean apartment, perfect location!","A perfectly located one bedroom apartment in the Amsterdam East (Oost) area.  Close to the Dappermarkt, Oosterpark, Tropenmuseum, Brouwerij 't IJ, Artis, and lots of bars and restaurants. <br /><br />Within a 2 minutes walk you reach the Amsterdam public transport (tram, bus and train) which brings you to the city center in 10 minutes. <br /><br />Ideal place for couples and solo adventurists on a city trip or business travelers. <br /><br />Note: for max 2 persons only!<br /><br /><b>The space</b><br />Completely renovated apartment from 1880 with a large living room, open kitchen, bathroom with shower and bath, and bedroom with kingsize bed. This apartment will definitely provide you the full Amsterdam experience!<br /><br /><b>Guest access</b><br />The entire apartment is yours.",https://a0.muscache.com/pictures/817ccc85-44b0-4198-a80a-446acd473131.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36342,4.92645,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Private entrance"", ""Shower gel"", ""TV""]",149,2,7,5,5,4.93,4.67
38,Entire rental unit,José38@gmail.com,SunnyHouse near Centraal Station,Very well located apartment in the city center though in a quiet neighbourhood. Full of light with a sunny terrace facing south!,https://a0.muscache.com/pictures/ce40549a-e81c-4e92-9fcd-9a280a885c70.jpg,"Amsterdam, Noord-Holland, Netherlands",52.39002,4.88975,Entire home/apt,1.5 baths,1,1,3,"[""Shampoo"", ""Breakfast"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""EV charger"", ""Coffee maker"", ""Refrigerator"", ""Ethernet connection"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony""]",250,3,100,5,5,5,5
39,Private room in bed and breakfast,Henn39@gmail.com,"AMSTERDAM CITY CENTRUM ,LOCAL, CLEAN APPARTMENT !","AMSTERDAM THE CITY OF DREAMS,<br />nice clean basic appartment .<br /><br />very close to  the city centre ( walking , biking distance 10 minutes )<br />many great places to visit and wonderful  sight seeing.<br /><br /><b>The space</b><br />very close to  the centrum, original amsterdam area, lots of shops and restaurants in the street.<br />supermarket and pharmacy at 1 minute.<br />direct busline trainstation metro very close.<br />also great to bike ,<br />very large green park at walking distance.<br />canals clubs and many more.",https://a0.muscache.com/pictures/338111cf-8e83-4ebe-80eb-86c707f527bc.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37694,4.86072,Private room,1 private bath,2,2,2,"[""Hangers"", ""Washer"", ""Private entrance"", ""Free parking on premises"", ""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Breakfast"", ""Wifi"", ""Kitchen"", ""TV"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""First aid kit""]",130,2,8,4,4,5,5
40,Entire rental unit,Trix40@gmail.com,Apartment with rooftop terrace Amsterdam central,"A beautiful spacious apartment at a great location in central Amsterdam. Three floor apartment with four bedrooms and an amazing rooftop terrace!<br /><br />We are looking forward to meet our guests!<br /><br /><b>The space</b><br />The best spot of Amsterdam, is right on the rooftop of the apartment. Where we have a spacious rooftop terrace, including a barbecue. Standing on the terrace you have a beautiful sunset view over the city of Amsterdam. The apartment has a newly renovated kitchen, a big dining table and a cosy living area with a big TV. It has everything you need! A nice stove, all the kitchen equipment, coffee machine.<br />The three floor apartment has 4 bedrooms and 2 bathrooms, with the extra possibility to make a two person bed out of the sofa (so 4 two person beds plus room for two more people on the sofa).<br /><br /><b>Guest access</b><br />Our guests have full access to our three floor apartment, balcony and rooftop terrace!",https://a0.muscache.com/pictures/daaca933-d173-41ab-8034-24f68afd0bff.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36373,4.85618,Entire home/apt,2 baths,4,4,8,"[""Washer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""First aid kit""]",223,3,7,4.88,4.97,4.9,4.2
41,Entire rental unit,Hugo41@gmail.com,Fantastic Stylish Family House - Pijp of Amsterdam,"This beautiful family home in the heart of Amsterdam de Pijp. Shops, Albert Cuypmarkt, a beautiful Park and public transport are within walking distance. The city center is 5 minutes walk.<br /><br />The apartment has just been renovated. It is very stylish and has a lot of light from outside. It gives a nice and homy feeling. With a nice spacious balcony and a large open kitchen.<br />The apartment is suitable for a family with small childern. <br />Staying at this apartment will make you feel like a true local.<br /><br /><b>The space</b><br />The apartment is equipped for 2 adults and possibly 2 toddlers.<br /><br />A beautiful kitchen with a comfortable living room.<br /><br />The bathroom is separate from the toilet.<br /><br />This stylish apartment has 2 bedrooms, one with a double bed and the other with a toddler bed.",https://a0.muscache.com/pictures/442acb57-71d4-427d-85bb-3441e53bf873.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35609,4.90083,Entire home/apt,1 bath,2,1,2,"[""Washer"", ""Microwave"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware""]",195,2,1125,5,5,5,5
